work_id,demo_anonymous_id,work_category,financial_year,sanctioned_amount_inr,semantic_peer_count,average_similarity,peer_median_inr,peer_q1_inr,peer_q3_inr,cost_ratio_to_median,semantic_cost_score,cost_flag,cost_explanation
WS/MP18117/2025-2026/164520,ND-WRK-0537,Normal/Others,2025-2026,899164.0,19,0.572,700000.0,496000.0,1000000.0,1.28,0.0,False,"Sanctioned amount ₹899,164 is 1.28× the median ₹700,000 across 19 semantically similar works. Average description similarity: 0.57."
WS/MP18117/2025-2026/164512,ND-WRK-0536,Normal/Others,2025-2026,989166.0,30,0.658,850000.0,500000.0,1000000.0,1.16,0.0,False,"Sanctioned amount ₹989,166 is 1.16× the median ₹850,000 across 30 semantically similar works. Average description similarity: 0.66."
WS/MP18117/2025-2026/164510,ND-WRK-0535,Normal/Others,2025-2026,1000000.0,30,0.674,999280.0,500000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹999,280 across 30 semantically similar works. Average description similarity: 0.67."
WS/MP18117/2026-2027/275544,ND-WRK-0565,Normal/Others,2026-2027,1000000.0,30,0.701,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.70."
WS/MP18118/2025-2026/188312,ND-WRK-0595,Normal/Others,2025-2026,798000.0,24,0.632,800000.0,698750.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹798,000 is 1.00× the median ₹800,000 across 24 semantically similar works. Average description similarity: 0.63."
WS/MP18118/2025-2026/188311,ND-WRK-0594,Normal/Others,2025-2026,800000.0,27,0.65,800000.0,699000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹800,000 is 1.00× the median ₹800,000 across 27 semantically similar works. Average description similarity: 0.65."
WS/MP18118/2025-2026/188310,ND-WRK-0593,Normal/Others,2025-2026,800000.0,18,0.645,749000.0,699000.0,1000000.0,1.07,0.0,False,"Sanctioned amount ₹800,000 is 1.07× the median ₹749,000 across 18 semantically similar works. Average description similarity: 0.65."
WS/MP18118/2025-2026/188306,ND-WRK-0592,Normal/Others,2025-2026,800000.0,30,0.575,1000000.0,1000000.0,1489666.5,0.8,0.0,False,"Sanctioned amount ₹800,000 is 0.80× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.58."
WS/MP18118/2025-2026/188305,ND-WRK-0591,Normal/Others,2025-2026,996000.0,30,0.642,990000.0,700000.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹996,000 is 1.01× the median ₹990,000 across 30 semantically similar works. Average description similarity: 0.64."
WS/MP18117/2026-2027/164340,ND-WRK-0559,Normal/Others,2026-2027,1000000.0,1,0.889,,,,,0.0,False,Insufficient semantic peers: 1 found.
WS/MP18117/2026-2027/164338,ND-WRK-0558,Normal/Others,2026-2027,1000000.0,2,0.728,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18117/2025-2026/256866,ND-WRK-0557,Normal/Others,2025-2026,1000000.0,30,0.745,1000000.0,724750.0,1445980.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP18117/2025-2026/253081,ND-WRK-0556,Normal/Others,2025-2026,1000000.0,30,0.716,993805.5,549226.75,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the median ₹993,806 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18117/2025-2026/253027,ND-WRK-0555,Normal/Others,2025-2026,1000000.0,30,0.666,990916.0,700000.0,999989.75,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the median ₹990,916 across 30 semantically similar works. Average description similarity: 0.67."
WS/MP18117/2025-2026/251909,ND-WRK-0554,Normal/Others,2025-2026,1000000.0,1,0.567,,,,,0.0,False,Insufficient semantic peers: 1 found.
WS/MP18117/2025-2026/249897,ND-WRK-0553,Normal/Others,2025-2026,1000000.0,30,0.748,1000000.0,771104.25,1188000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP18117/2025-2026/248295,ND-WRK-0551,Normal/Others,2025-2026,1000000.0,30,0.678,988515.5,625000.0,1200000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the median ₹988,516 across 30 semantically similar works. Average description similarity: 0.68."
WS/MP18117/2025-2026/234887,ND-WRK-0550,Trust and Society,2025-2026,3000000.0,3,0.582,,,,,0.0,False,Insufficient semantic peers: 3 found.
WS/MP18117/2025-2026/181452,ND-WRK-0548,Normal/Others,2025-2026,1000000.0,30,0.7,1000000.0,999606.25,1500000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.70."
WS/MP18118/2025-2026/252858,ND-WRK-0610,Normal/Others,2025-2026,1000000.0,27,0.578,995210.0,725000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹995,210 across 27 semantically similar works. Average description similarity: 0.58."
WS/MP18118/2025-2026/252857,ND-WRK-0609,Normal/Others,2025-2026,1000000.0,30,0.704,1000000.0,700000.0,1373500.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.70."
WS/MP18118/2025-2026/252856,ND-WRK-0608,Normal/Others,2025-2026,1000000.0,30,0.716,1000000.0,998500.0,1275000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18118/2025-2026/252855,ND-WRK-0607,Normal/Others,2025-2026,1000000.0,30,0.736,1000000.0,986744.25,1423500.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.74."
WS/MP18118/2025-2026/252854,ND-WRK-0606,Normal/Others,2025-2026,1000000.0,30,0.732,1000000.0,996750.0,1498660.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP18118/2025-2026/188445,ND-WRK-0605,Normal/Others,2025-2026,999000.0,30,0.601,998000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹999,000 is 1.00× the median ₹998,000 across 30 semantically similar works. Average description similarity: 0.60."
WS/MP18118/2025-2026/188284,ND-WRK-0575,Normal/Others,2025-2026,698000.0,16,0.619,799000.0,699000.0,1000000.0,0.87,0.0,False,"Sanctioned amount ₹698,000 is 0.87× the median ₹799,000 across 16 semantically similar works. Average description similarity: 0.62."
WS/MP18118/2025-2026/166392,ND-WRK-0574,Trust and Society,2025-2026,1000000.0,2,0.582,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18118/2025-2026/160504,ND-WRK-0573,Trust and Society,2025-2026,1000000.0,7,0.61,1000000.0,1000000.0,2500000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 7 semantically similar works. Average description similarity: 0.61."
WS/MP18118/2025-2026/160495,ND-WRK-0572,Trust and Society,2025-2026,1000000.0,2,0.601,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18118/2025-2026/160490,ND-WRK-0571,Trust and Society,2025-2026,1000000.0,2,0.634,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18118/2025-2026/159252,ND-WRK-0570,Trust and Society,2025-2026,1000000.0,5,0.575,1000000.0,1000000.0,2000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 5 semantically similar works. Average description similarity: 0.58."
WS/MP18117/2026-2027/290949,ND-WRK-0569,Normal/Others,2026-2027,700000.0,2,0.682,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18117/2026-2027/290945,ND-WRK-0568,Normal/Others,2026-2027,700000.0,3,0.619,,,,,0.0,False,Insufficient semantic peers: 3 found.
WS/MP18117/2026-2027/290936,ND-WRK-0567,Normal/Others,2026-2027,700000.0,2,0.672,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18117/2026-2027/275545,ND-WRK-0566,Normal/Others,2026-2027,1000000.0,30,0.757,1000000.0,700000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.76."
WS/MP18118/2025-2026/252896,ND-WRK-0626,Normal/Others,2025-2026,600000.0,30,0.723,700000.0,700000.0,1000000.0,0.86,0.0,False,"Sanctioned amount ₹600,000 is 0.86× the median ₹700,000 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18118/2025-2026/252895,ND-WRK-0625,Normal/Others,2025-2026,1000000.0,30,0.654,848096.0,699000.0,1000000.0,1.18,0.0,False,"Sanctioned amount ₹1,000,000 is 1.18× the median ₹848,096 across 30 semantically similar works. Average description similarity: 0.65."
WS/MP18118/2025-2026/252894,ND-WRK-0624,Normal/Others,2025-2026,700000.0,30,0.65,1000000.0,699250.0,1800000.0,0.7,0.0,False,"Sanctioned amount ₹700,000 is 0.70× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.65."
WS/MP18118/2025-2026/252886,ND-WRK-0623,Normal/Others,2025-2026,1000000.0,22,0.621,799000.0,699000.0,1000000.0,1.25,0.0,False,"Sanctioned amount ₹1,000,000 is 1.25× the median ₹799,000 across 22 semantically similar works. Average description similarity: 0.62."
WS/MP18118/2025-2026/252885,ND-WRK-0622,Normal/Others,2025-2026,1000000.0,30,0.775,1000000.0,996923.5,1275000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.78."
WS/MP18118/2025-2026/252884,ND-WRK-0621,Normal/Others,2025-2026,1000000.0,6,0.598,846006.5,696388.25,998802.5,1.18,0.0,False,"Sanctioned amount ₹1,000,000 is 1.18× the median ₹846,006 across 6 semantically similar works. Average description similarity: 0.60."
WS/MP18118/2025-2026/188304,ND-WRK-0590,Normal/Others,2025-2026,997000.0,30,0.692,999782.5,986573.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹997,000 is 1.00× the median ₹999,782 across 30 semantically similar works. Average description similarity: 0.69."
WS/MP18118/2025-2026/188303,ND-WRK-0589,Normal/Others,2025-2026,1000000.0,18,0.628,1500000.0,998000.0,2350000.0,0.67,0.0,False,"Sanctioned amount ₹1,000,000 is 0.67× the median ₹1,500,000 across 18 semantically similar works. Average description similarity: 0.63."
WS/MP18118/2025-2026/188302,ND-WRK-0588,Normal/Others,2025-2026,998000.0,5,0.655,1000000.0,998000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹998,000 is 1.00× the median ₹1,000,000 across 5 semantically similar works. Average description similarity: 0.66."
WS/MP18118/2025-2026/188301,ND-WRK-0587,Normal/Others,2025-2026,699000.0,21,0.616,798000.0,698000.0,1000000.0,0.88,0.0,False,"Sanctioned amount ₹699,000 is 0.88× the median ₹798,000 across 21 semantically similar works. Average description similarity: 0.62."
WS/MP18118/2025-2026/188300,ND-WRK-0586,Repair and Renovation,2025-2026,990001.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18118/2025-2026/188299,ND-WRK-0585,Normal/Others,2025-2026,998000.0,27,0.619,1500000.0,994000.0,1900000.0,0.67,0.0,False,"Sanctioned amount ₹998,000 is 0.67× the median ₹1,500,000 across 27 semantically similar works. Average description similarity: 0.62."
WS/MP18118/2025-2026/188293,ND-WRK-0582,Normal/Others,2025-2026,399000.0,30,0.642,998000.0,958941.0,1000000.0,0.4,0.0,False,"Sanctioned amount ₹399,000 is 0.40× the median ₹998,000 across 30 semantically similar works. Average description similarity: 0.64."
WS/MP18118/2025-2026/188292,ND-WRK-0581,Normal/Others,2025-2026,998000.0,30,0.721,996000.0,724750.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹998,000 is 1.00× the median ₹996,000 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18118/2025-2026/188291,ND-WRK-0580,Normal/Others,2025-2026,699000.0,28,0.639,799000.0,698750.0,1000000.0,0.87,0.0,False,"Sanctioned amount ₹699,000 is 0.87× the median ₹799,000 across 28 semantically similar works. Average description similarity: 0.64."
WS/MP18118/2025-2026/252859,ND-WRK-0611,Normal/Others,2025-2026,1000000.0,30,0.76,1000000.0,998423.5,1489666.5,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.76."
WS/MP18118/2026-2027/271609,ND-WRK-0643,Normal/Others,2026-2027,1000000.0,30,0.693,994000.0,712500.0,1000000.0,1.01,0.0,False,"Sanctioned amount ₹1,000,000 is 1.01× the median ₹994,000 across 30 semantically similar works. Average description similarity: 0.69."
WS/MP18118/2026-2027/271608,ND-WRK-0642,Normal/Others,2026-2027,1000000.0,30,0.73,1000000.0,750000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP18118/2026-2027/271607,ND-WRK-0641,Normal/Others,2026-2027,500000.0,30,0.59,974500.0,500000.0,1000000.0,0.51,0.0,False,"Sanctioned amount ₹500,000 is 0.51× the median ₹974,500 across 30 semantically similar works. Average description similarity: 0.59."
WS/MP18118/2026-2027/271606,ND-WRK-0640,Normal/Others,2026-2027,1000000.0,6,0.587,999500.0,774750.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹999,500 across 6 semantically similar works. Average description similarity: 0.59."
WS/MP18118/2026-2027/252853,ND-WRK-0638,Normal/Others,2026-2027,500000.0,30,0.61,999419.0,697413.75,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the median ₹999,419 across 30 semantically similar works. Average description similarity: 0.61."
WS/MP18118/2026-2027/252848,ND-WRK-0637,Normal/Others,2026-2027,1000000.0,1,0.573,,,,,0.0,False,Insufficient semantic peers: 1 found.
WS/MP18118/2025-2026/188427,ND-WRK-0604,Normal/Others,2025-2026,999000.0,30,0.687,1000000.0,995343.25,1000000.0,1.0,0.0,False,"Sanctioned amount ₹999,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.69."
WS/MP18118/2025-2026/188426,ND-WRK-0603,Normal/Others,2025-2026,986000.0,21,0.59,800000.0,500000.0,1000000.0,1.23,0.0,False,"Sanctioned amount ₹986,000 is 1.23× the median ₹800,000 across 21 semantically similar works. Average description similarity: 0.59."
WS/MP18118/2025-2026/188319,ND-WRK-0602,Normal/Others,2025-2026,996000.0,30,0.628,998000.0,986533.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹996,000 is 1.00× the median ₹998,000 across 30 semantically similar works. Average description similarity: 0.63."
WS/MP18118/2025-2026/188318,ND-WRK-0601,Normal/Others,2025-2026,499000.0,19,0.571,985764.0,699500.0,998000.0,0.51,0.0,False,"Sanctioned amount ₹499,000 is 0.51× the median ₹985,764 across 19 semantically similar works. Average description similarity: 0.57."
WS/MP18118/2025-2026/188317,ND-WRK-0600,Normal/Others,2025-2026,998000.0,30,0.639,967882.0,500000.0,998750.0,1.03,0.0,False,"Sanctioned amount ₹998,000 is 1.03× the median ₹967,882 across 30 semantically similar works. Average description similarity: 0.64."
WS/MP18118/2025-2026/188316,ND-WRK-0599,Normal/Others,2025-2026,998000.0,30,0.686,997500.0,986185.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹998,000 is 1.00× the median ₹997,500 across 30 semantically similar works. Average description similarity: 0.69."
WS/MP18118/2025-2026/188315,ND-WRK-0598,Normal/Others,2025-2026,1000000.0,30,0.727,1000000.0,991500.0,1200000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP18118/2025-2026/188314,ND-WRK-0597,Normal/Others,2025-2026,699000.0,24,0.639,749000.0,648500.0,1000000.0,0.93,0.0,False,"Sanctioned amount ₹699,000 is 0.93× the median ₹749,000 across 24 semantically similar works. Average description similarity: 0.64."
WS/MP18118/2025-2026/188313,ND-WRK-0596,Normal/Others,2025-2026,699000.0,30,0.654,848096.0,699000.0,1000000.0,0.82,0.0,False,"Sanctioned amount ₹699,000 is 0.82× the median ₹848,096 across 30 semantically similar works. Average description similarity: 0.65."
WS/MP18118/2025-2026/252897,ND-WRK-0627,Normal/Others,2025-2026,700000.0,30,0.747,995533.0,625000.0,1200000.0,0.7,0.0,False,"Sanctioned amount ₹700,000 is 0.70× the median ₹995,533 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP18118/2026-2027/271666,ND-WRK-0654,Normal/Others,2026-2027,500000.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18118/2026-2027/271665,ND-WRK-0653,Normal/Others,2026-2027,1000000.0,0,,,,,,0.0,False,Insufficient semantic peers: 0 found.
WS/MP18118/2026-2027/271664,ND-WRK-0652,Normal/Others,2026-2027,700000.0,2,0.69,,,,,0.0,False,Insufficient semantic peers: 2 found.
WS/MP18118/2026-2027/271663,ND-WRK-0651,Normal/Others,2026-2027,1000000.0,4,0.626,,,,,0.0,False,Insufficient semantic peers: 4 found.
WS/MP18118/2026-2027/271662,ND-WRK-0650,Normal/Others,2026-2027,1000000.0,7,0.596,1000000.0,845000.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 7 semantically similar works. Average description similarity: 0.60."
WS/MP18118/2026-2027/271661,ND-WRK-0649,Normal/Others,2026-2027,500000.0,30,0.637,999922.5,587096.75,1000000.0,0.5,0.0,False,"Sanctioned amount ₹500,000 is 0.50× the median ₹999,922 across 30 semantically similar works. Average description similarity: 0.64."
WS/MP18118/2026-2027/271660,ND-WRK-0648,Normal/Others,2026-2027,500000.0,4,0.568,,,,,0.0,False,Insufficient semantic peers: 4 found.
WS/MP18118/2025-2026/252883,ND-WRK-0620,Normal/Others,2025-2026,1000000.0,30,0.773,700000.0,500000.0,989770.5,1.43,0.0,False,"Sanctioned amount ₹1,000,000 is 1.43× the median ₹700,000 across 30 semantically similar works. Average description similarity: 0.77."
WS/MP18118/2025-2026/252882,ND-WRK-0619,Normal/Others,2025-2026,1000000.0,30,0.712,1000000.0,725000.0,1200000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.71."
WS/MP18118/2025-2026/252881,ND-WRK-0618,Normal/Others,2025-2026,1000000.0,30,0.686,999479.5,987836.0,1000000.0,1.0,0.0,False,"Sanctioned amount ₹1,000,000 is 1.00× the median ₹999,480 across 30 semantically similar works. Average description similarity: 0.69."
